"ward","sect","block","lot","propertyAddress","lotSize","cityTax","stateTax","resCode","asOfDate","orig_lot"
"6","130","1706","065","2204 E FAIRMOUNT AVE",980,"4493.75","223.89","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"15","210","2950","038","3738 BOARMAN AVE",2688,"2434.58","121.30","PRINCIPAL RESIDENCE","03/25/2015","25.6X105"
"12","40","3640","020","2716 HAMPDEN AVE",1016.4,"3470.91","172.93","PRINCIPAL RESIDENCE","03/25/2015","14X72.6"
"26","260","6069","105","4829 ABERDEEN AVE",1891.8,"2472.80","123.20","PRINCIPAL RESIDENCE","03/25/2015","18X105.1"
"17","30","0411","005","1208 MYRTLE AVE",1170,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","13X90"
"2","10","1737","026","18 S CHESTER ST",1984,"5204.12","259.28","PRINCIPAL RESIDENCE","03/25/2015","16X124"
"26","350","4179A","003","3305 LAWNVIEW AVE",1350.96,"1650.03","82.21","PRINCIPAL RESIDENCE","03/25/2015","15.6X86.6"
"28","50","2491B","024","630 WICKLOW ROAD",1800,"2171.57","108.19","PRINCIPAL RESIDENCE","03/25/2015","20X90"
"9","210","3983","022","3624 KIMBLE ROAD",1952,"3021.31","150.53","PRINCIPAL RESIDENCE","03/25/2015","20X97.6"
"12","170","3855","004","2932 GREENMOUNT AVE",1260,"1901.81","94.75","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"13","10","3537","007","838 W 36TH ST",1380,"4125.82","205.56","PRINCIPAL RESIDENCE","03/25/2015","13.8X100"
"9","40","4072","017","2861 GREENMOUNT AVE",1170,"310.22","15.46","PRINCIPAL RESIDENCE","03/25/2015","13X90"
"27","340","5495","005","2918 SYLVAN AVE",6703.2,"2922.40","145.60","PRINCIPAL RESIDENCE","03/25/2015","49X136.8"
"15","270","3061B","209","2512 N ROSEDALE ST",4297.12,"2615.17","130.29","PRINCIPAL RESIDENCE","03/25/2015","42.8X100.4"
"23","120","0978","056","1450 PATAPSCO ST",1058.4,"5847.05","291.31","PRINCIPAL RESIDENCE","03/25/2015","12.6X84"
"15","30","2809","010A","2111 ALLENDALE ROAD",1969.2,"2531.99","126.15","PRINCIPAL RESIDENCE","03/25/2015","18X109.4"
"26","10","6694A","011","718 RAPPOLLA ST",1530,"2528.26","125.96","PRINCIPAL RESIDENCE","03/25/2015","18X85"
"25","60","7099","007","3811 2ND ST",3090,"3102.24","154.56","PRINCIPAL RESIDENCE","03/25/2015","30X103"
"6","10","1693","044","212 N KENWOOD AVE",1022,"2194.05","109.31","PRINCIPAL RESIDENCE","03/25/2015","14X73"
"15","330","3342A","064","2418 KEYWORTH AVE",2945,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","19X155"
"9","20","4051B","006","3211 AVON AVE",1446.68,"2086.14","103.94","PRINCIPAL RESIDENCE","03/25/2015","16.11X89.8"
"27","30","5695E","034","5963 GLENFALLS AVE",1350,"2371.64","118.16","PRINCIPAL RESIDENCE","03/25/2015","18X75"
"6","90","1344","016","104 N DALLAS ST",1263.24,"5930.22","295.46","PRINCIPAL RESIDENCE","03/25/2015","0.029 ACRES"
"25","80","7229","056","4115 GRAHAM CT",672,"899.20","44.80","PRINCIPAL RESIDENCE","03/25/2015","16X42"
"21","50","0777","082","1409 WARD ST",792,"2002.97","99.79","PRINCIPAL RESIDENCE","03/25/2015","12X66"
"13","30","3525B","022","1337 CLIPPER HEIGHTS AVE",3716.07,"2367.14","117.94","PRINCIPAL RESIDENCE","03/25/2015","29.1X127.7"
"27","60","5390","012","2605 LATONA ROAD",9310,"3097.74","154.34","PRINCIPAL RESIDENCE","03/25/2015","53.2X175"
"1","140","1742","030","22 S ELLWOOD AVE",982.56,"3192.16","159.04","PRINCIPAL RESIDENCE","03/25/2015","13.8X71.2"
"27","130","4964","002","314 OVERHILL ROAD",15028.2,"10923.03","544.21","PRINCIPAL RESIDENCE","03/25/2015","0.345 ACRES"
"8","180","1479","012","1523 N WOLFE ST",931,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","13.3X70"
"7","60","1228","020","807 N BOND ST",1360,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","1360 S.F."
"24","110","2005","087","1302 RICHARDSON ST",1263.24,"7065.46","352.02","PRINCIPAL RESIDENCE","03/25/2015","0.029 ACRES"
"12","100","1110","032","342 E FEDERAL ST",1120,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"20","140","0175","097","2114 W FAYETTE ST",936,"562.00","28.00","PRINCIPAL RESIDENCE","03/25/2015","13X72"
"26","220","6042J","058","4912 LASALLE AVE",6504,"3140.46","156.46","PRINCIPAL RESIDENCE","03/25/2015","54.2X120"
"26","170","6354","069","6920 BANK ST",1401.4,"1863.59","92.85","PRINCIPAL RESIDENCE","03/25/2015","14X100.1"
"27","30","5642","003","6114 MOYER AVE",7160.4,"3596.80","179.20","PRINCIPAL RESIDENCE","03/25/2015","52X137.7"
"15","200","2710","010","4019 BELLE AVE",7500,"3711.45","184.91","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"1","90","1902E","052","2612 LIGHTHOUSE LANE",1219.68,"12053.78","600.54","PRINCIPAL RESIDENCE","03/25/2015","0.028 ACRES"
"26","70","6463","045","932 S CONKLING ST",1209,"3846.33","191.63","PRINCIPAL RESIDENCE","03/25/2015","13X93"
"26","60","6440","016","709 S CLINTON ST",512,"3410.22","169.90","PRINCIPAL RESIDENCE","03/25/2015","16X32"
"26","60","6461","040","922 S HIGHLAND AVE",1274,"5315.78","264.84","PRINCIPAL RESIDENCE","03/25/2015","14X91"
"15","320","3323","010","3718 PARK HEIGHTS AVE",3670.24,"337.20","16.80","PRINCIPAL RESIDENCE","03/25/2015","23.2X158.2"
"27","220","4493","066","5719 RUSK AVE",8363.52,"4010.43","199.81","PRINCIPAL RESIDENCE","03/25/2015","0.192 ACRES"
"27","100","5237A","033","1314 WALTERS AVE",2663.8,"2344.66","116.82","PRINCIPAL RESIDENCE","03/25/2015","19X140.2"
"26","10","6694A","014","724 RAPPOLLA ST",1530,"2625.66","130.82","PRINCIPAL RESIDENCE","03/25/2015","18X85"
"27","510","5142","050","1030 TUNBRIDGE ROAD",1655.28,"1670.26","83.22","PRINCIPAL RESIDENCE","03/25/2015","0.038 ACRES"
"13","150","3575C","232","1418 WELDON PLACE SOUTH",1362.2,"3048.29","151.87","PRINCIPAL RESIDENCE","03/25/2015","14X97.3"
"24","100","2020","011","1520 E FORT AVE",1153.28,"4869.17","242.59","PRINCIPAL RESIDENCE","03/25/2015","13.6X84.8"
"27","550","5126","014","826 CEDARCROFT ROAD",6615,"3614.78","180.10","PRINCIPAL RESIDENCE","03/25/2015","49X135"
"27","20","5845C","060","4909 BENTON HEIGHTS AVE",12240.4,"2967.36","147.84","PRINCIPAL RESIDENCE","03/25/2015","0.281 ACRES"
"27","540","5134","008","514 ORKNEY ROAD",7000,"2585.20","128.80","PRINCIPAL RESIDENCE","03/25/2015","35X200"
"20","30","2299A","004","302 LYNDHURST ST",1785,"1942.27","96.77","PRINCIPAL RESIDENCE","03/25/2015","21X85"
"25","50","7470E","045","2909 RAYSHIRE ROAD",1624,"2792.02","139.10","PRINCIPAL RESIDENCE","03/25/2015","16X101.5"
"20","50","2127","054","3134 STRICKLAND ST",4050,"1757.94","87.58","PRINCIPAL RESIDENCE","03/25/2015","25X162"
"19","130","0232","008","1315 HOLLINS ST",2250.8,"1946.77","96.99","PRINCIPAL RESIDENCE","03/25/2015","17X132.4"
"13","50","3237","003B","2109 LIBERTY HEIGHTS AVE",2534.4,"2589.70","129.02","PRINCIPAL RESIDENCE","03/25/2015","19.2X132"
"20","50","2118","044","3369 DULANY ST",1580,"1807.39","90.05","PRINCIPAL RESIDENCE","03/25/2015","15.8X100"
"13","80","3418","027","2415 MCCULLOH ST",1300,"1734.71","86.43","PRINCIPAL RESIDENCE","03/25/2015","13X100"
"15","280","2870A","007","2503 QUEEN ANNE ROAD",14461.9,"4008.93","199.73","PRINCIPAL RESIDENCE","03/25/2015","0.332 ACRES"
"28","30","8286C","007","5612 STONINGTON AVE",4650,"2324.43","115.81","PRINCIPAL RESIDENCE","03/25/2015","30X155"
"28","50","8030H","012G","4437 OLD FREDERICK ROAD",2397.8,"2259.24","112.56","PRINCIPAL RESIDENCE","03/25/2015","19X126.2"
"22","10","0876","147","10 E LEE ST U# 1006",1422,"6474.24","322.56","PRINCIPAL RESIDENCE","03/25/2015","1422 SQ FT"
"25","80","7271","001E","1311 E PATAPSCO AVE",2250,"1011.60","50.40","PRINCIPAL RESIDENCE","03/25/2015","15X150"
"27","150","4843E","001B","704 BENSTON PL",19144.1,"8661.54","431.54","PRINCIPAL RESIDENCE","03/25/2015","86.9X220.3"
"15","240","3118D","041","3514 ELLAMONT ROAD",5500,"3530.87","175.92","PRINCIPAL RESIDENCE","03/25/2015","50X110"
"27","40","5603G","026","6511 HILLTOP AVE",3225.6,"2600.94","129.58","PRINCIPAL RESIDENCE","03/25/2015","28X115.2"
"13","150","3576","015","1202 WELDON AVE",1425,"3110.49","154.97","PRINCIPAL RESIDENCE","03/25/2015","15X95"
"27","40","5603G","019","6417 HILLTOP AVE",3225.6,"2733.57","136.19","PRINCIPAL RESIDENCE","03/25/2015","28X115.2"
"11","120","0497","145","1101 SAINT PAUL ST U# 1104",1196.2,"2847.47","141.87","PRINCIPAL RESIDENCE","03/25/2015","1196.2 S.F."
"27","20","5774C","020","3402 ECHODALE AVE",5357.88,"3740.67","186.37","PRINCIPAL RESIDENCE","03/25/2015","0.123 ACRES"
"13","120","3642A","038","3135 KESWICK ROAD",1360,"3480.65","173.41","PRINCIPAL RESIDENCE","03/25/2015","13.6X100"
"27","190","4747","049M","2625 CYLBURN AVE",4134,"1771.42","88.26","PRINCIPAL RESIDENCE","03/25/2015","31.8X130"
"26","240","5974","012","5019 FRANKFORD AVE",6630,"2666.13","132.83","PRINCIPAL RESIDENCE","03/25/2015","50X132.6"
"12","10","3708","029","5 YORK CT",1453.2,"3875.55","193.09","PRINCIPAL RESIDENCE","03/25/2015","21X69.2"
"15","270","3063","005","3419 ALTO ROAD",11880,"3540.60","176.40","PRINCIPAL RESIDENCE","03/25/2015","80X148.5"
"27","30","5603K","025","3720 GLENMORE AVE",9758.61,"3992.45","198.91","PRINCIPAL RESIDENCE","03/25/2015","76.9X126.9"
"27","10","4150","076","2831 CHESTERFIELD AVE",1928,"2457.06","122.42","PRINCIPAL RESIDENCE","03/25/2015","16X120.5"
"27","60","5391","019","2813 ECHODALE AVE",9385,"4192.52","208.88","PRINCIPAL RESIDENCE","03/25/2015","50X187.7"
"1","80","1877","073","919 BINNEY ST",1300,"4709.56","234.64","PRINCIPAL RESIDENCE","03/25/2015","13X100"
"26","220","6042J","067","5004 LASALLE AVE",5366.55,"3043.79","151.65","PRINCIPAL RESIDENCE","03/25/2015","51.11X105"
"22","110","0900","019","200 E MONTGOMERY ST",1742.4,"16949.92","844.48","PRINCIPAL RESIDENCE","03/25/2015","0.040 ACRES"
"6","160","1711","074","2708 E FAIRMOUNT AVE",910,"3839.58","191.30","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"28","50","7900F","001B","905 COOKS LANE",4922.28,"3133.71","156.13","PRINCIPAL RESIDENCE","03/25/2015","0.113 ACRES"
"27","100","5237A","044","1213 E BELVEDERE AVE",5837.68,"2726.82","135.86","PRINCIPAL RESIDENCE","03/25/2015","34.4X169.7"
"26","10","6796","022","1701 CHARLOTTE AVE",8784,"2931.39","146.05","PRINCIPAL RESIDENCE","03/25/2015","72X122"
"27","270","5394","015","5310 ELSRODE AVE",6250,"3376.50","168.22","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"28","40","8422","026","5208 OVERCREST AVE",3500,"3203.40","159.60","PRINCIPAL RESIDENCE","03/25/2015","35X100"
"24","120","1991","008A","1226 COOKSIE ST",1350.36,"7195.85","358.51","PRINCIPAL RESIDENCE","03/25/2015","0.031 ACRES"
"12","170","3845","032","446 WHITRIDGE AVE",1009.5,"2636.90","131.38","PRINCIPAL RESIDENCE","03/25/2015","15X67.3"
"6","10","1676","030","2811 JEFFERSON ST",910,"2321.44","115.66","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"2","10","1736","012","10 S WASHINGTON ST",910,"5058.00","252.00","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"27","40","5555","272","3526 NORTHWAY DR",4092,"3106.74","154.78","PRINCIPAL RESIDENCE","03/25/2015","34.1X120"
"13","140","3534","110","3540 KESWICK ROAD",1204,"3102.24","154.56","PRINCIPAL RESIDENCE","03/25/2015","14X86"
"15","70","2319","052","1605 N WARWICK AVE",1120,"472.08","23.52","PRINCIPAL RESIDENCE","03/25/2015","14X80"
"27","30","5668G","115","3812 PARKMONT AVE",4812.32,"2448.07","121.97","PRINCIPAL RESIDENCE","03/25/2015","30.4X158.3"
"26","200","6043","124","5005 BARTON AVE",2898.5,"2457.06","122.42","PRINCIPAL RESIDENCE","03/25/2015","31X93.5"
"6","140","1726","059","2516 E BALTIMORE ST",1129.24,"4277.94","213.14","PRINCIPAL RESIDENCE","03/25/2015","14.8X76.3"
"20","170","2299C","006","213 ALLENDALE ST",1710,"1942.27","96.77","PRINCIPAL RESIDENCE","03/25/2015","19X90"
"27","580","5237","230","5820 LEITH WALK",2202,"2380.63","118.61","PRINCIPAL RESIDENCE","03/25/2015","20X110.1"
"15","240","3109","014","3406 DENNLYN ROAD",6000,"4272.71","212.88","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"27","330","5434","070","2808 HEMLOCK AVE",6500,"3441.69","171.47","PRINCIPAL RESIDENCE","03/25/2015","50X130"
"8","30","1448","088","1818 N CHAPEL ST",709.5,"323.71","16.13","PRINCIPAL RESIDENCE","03/25/2015","12.9X55"
"15","280","2826D","010","2314 LYNDHURST AVE",9800,"4990.56","248.64","PRINCIPAL RESIDENCE","03/25/2015","70X140"
"25","20","7755","137","1626 INVERNESS AVE",1968,"2587.45","128.91","PRINCIPAL RESIDENCE","03/25/2015","16X123"
"27","220","4324","136","6335 RED CEDAR PL",1605.13,"2517.76","125.44","PRINCIPAL RESIDENCE","03/25/2015","1605.13 SQ FT"
"26","220","6019B","023","4704 RENWICK AVE",5329.5,"3428.20","170.80","PRINCIPAL RESIDENCE","03/25/2015","56.1X95"
"9","140","4010L","022","1000 BONAPARTE AVE",1302,"539.52","26.88","PRINCIPAL RESIDENCE","03/25/2015","14X93"
"27","310","5408D","026","5610 TRAMORE ROAD",6000,"2421.10","120.62","PRINCIPAL RESIDENCE","03/25/2015","50X120"
"26","200","6049","049","4927 GREENCREST ROAD",1699.04,"2387.38","118.94","PRINCIPAL RESIDENCE","03/25/2015","16.4X103.6"
"28","50","7958","037","4404 FLOWERTON ROAD",11400,"2248.00","112.00","PRINCIPAL RESIDENCE","03/25/2015","76X150"
"9","130","4005","008","1128 E NORTH AVE",1260,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","14X90"
"15","40","3044","008B","2813 GWYNNS FALLS PKWY",2200,"2008.21","100.05","PRINCIPAL RESIDENCE","03/25/2015","22X100"
"12","180","3732","010","3601 GREENWAY U# 102",1315,"1910.80","95.20","PRINCIPAL RESIDENCE","03/25/2015","1315 SQ FT"
"15","190","3265","007","1905 GWYNNS FALLS PKWY",2117.88,"2069.67","103.12","PRINCIPAL RESIDENCE","03/25/2015","22.2X95.4"
"27","220","4360A","012","3215 TANEY ROAD",9860,"4981.57","248.19","PRINCIPAL RESIDENCE","03/25/2015","58X170"
"26","50","6469","009","1017 S EAST AVE",900,"3774.39","188.05","PRINCIPAL RESIDENCE","03/25/2015","12X75"
"14","10","0369","013","1525 PARK AVE",2760,"8009.62","399.06","PRINCIPAL RESIDENCE","03/25/2015","18.4X150"
"27","10","5898C","048","3610 EASTWOOD DR",3016.66,"2256.99","112.45","PRINCIPAL RESIDENCE","03/25/2015","28.7X105.11"
"15","240","3100R","012","4023 GRANTLEY ROAD",1900,"2703.60","134.70","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"28","50","7987","023","904 WICKLOW ROAD",1800,"2230.02","111.10","PRINCIPAL RESIDENCE","03/25/2015","18X100"
"27","560","5138A","220","6017 CHINQUAPIN PKWY",2185,"2558.22","127.46","PRINCIPAL RESIDENCE","03/25/2015","19X115"
"12","10","3695B","177","4000 N CHARLES ST U# 1011",860.31,"2023.20","100.80","PRINCIPAL RESIDENCE","03/25/2015","860.31 S.F."
"27","130","4947","061","4603 SCHENLEY ROAD",3125,"4603.90","229.38","PRINCIPAL RESIDENCE","03/25/2015","25X125"
"9","200","4059C","018","734 E 37TH ST",1456,"1967.00","98.00","PRINCIPAL RESIDENCE","03/25/2015","16X91"
"27","160","4915","013","103 RIDGEWOOD ROAD",26198.6,"22136.06","1102.86","PRINCIPAL RESIDENCE","03/25/2015","101.11X259.11"
"11","120","0517","050","18 - 22 E MADISON ST U# 7",608,"4496.00","224.00","PRINCIPAL RESIDENCE","03/25/2015","608 SQ FT"
"26","230","5746","010","4506 MARY AVE",10635,"3724.94","185.58","PRINCIPAL RESIDENCE","03/25/2015","75X141.8"
"26","220","6042J","048","4925 LASALLE AVE",5656.56,"3149.45","156.91","PRINCIPAL RESIDENCE","03/25/2015","48.1X117.6"
"27","240","5335","002","2504 OVERLAND AVE",12501.7,"4367.86","217.62","PRINCIPAL RESIDENCE","03/25/2015","0.287 ACRES"
"27","330","5434","049","6205 MARIETTA AVE",6250,"2756.05","137.31","PRINCIPAL RESIDENCE","03/25/2015","50X125"
"19","90","0277","052","303 S MOUNT ST",910,"1348.80","67.20","PRINCIPAL RESIDENCE","03/25/2015","13X70"
"3","60","1799A","149A","675 PRESIDENT ST U# P639",145,"179.84","8.96","PRINCIPAL RESIDENCE","03/25/2015","145 SQ FT"
"27","80","3969A","051","1518 SHEFFIELD ROAD",3150,"2859.46","142.46","PRINCIPAL RESIDENCE","03/25/2015","30X105"
"27","30","5690","011","3804 GLENARM AVE",3294,"2778.53","138.43","PRINCIPAL RESIDENCE","03/25/2015","27X122"
"27","140","4936","014","4810 KESWICK ROAD",16995,"12458.42","620.70","PRINCIPAL RESIDENCE","03/25/2015","103X165"
"27","170","4706E","004","1817 SOUTH ROAD",15228,"7483.59","372.85","PRINCIPAL RESIDENCE","03/25/2015","108X141"
"9","210","3985","024","3628 EDNOR ROAD",2112,"2805.50","139.78","PRINCIPAL RESIDENCE","03/25/2015","20X105.6"
"28","20","8268","018","5631 CADILLAC AVE",3285,"2016.46","100.46","PRINCIPAL RESIDENCE","03/25/2015","25X131.4"
"15","20","2744A","031","4116 FAIRVIEW AVE",2143.8,"2160.33","107.63","PRINCIPAL RESIDENCE","03/25/2015","18X119.10"
"27","210","4511A","012","5342 CUTHBERT AVE",3000,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","25X120"
"27","40","5545","029","3129 ROSALIE AVE",7500,"2886.43","143.81","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"15","250","2852","010","4018 CARLISLE AVE",6751.8,"2851.21","142.05","PRINCIPAL RESIDENCE","03/25/2015","0.155 ACRES"
"20","170","2281","013","224 N MONASTERY AVE",1125,"1694.99","84.45","PRINCIPAL RESIDENCE","03/25/2015","15X75"
"19","100","0708","035","421 S GILMOR ST",936,"1126.25","56.11","PRINCIPAL RESIDENCE","03/25/2015","12X78"
"16","50","0058","057","1020 N MONROE ST",1674,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","18.6X90"
"26","230","5733C","014Q","4805 GLENARM AVE",4162.45,"2274.98","113.34","PRINCIPAL RESIDENCE","03/25/2015","41.5X100.3"
"27","590","5210E","095","1421 LIMIT AVE",2178,"2760.54","137.54","PRINCIPAL RESIDENCE","03/25/2015","18X121"
"25","50","7616","001","3000 ASCENSION ST",2352.24,"2279.47","113.57","PRINCIPAL RESIDENCE","03/25/2015","0.054 ACRES"
"27","130","4916C","016","4331 FALLS ROAD",1330,"3380.99","168.45","PRINCIPAL RESIDENCE","03/25/2015","14X95"
"13","40","3397","010E","3613 PARKDALE AVE",1631,"2432.34","121.18","PRINCIPAL RESIDENCE","03/25/2015","14X116.5"
"27","220","4203","255","3402 OLYMPIA AVE",9613.5,"5452.14","271.64","PRINCIPAL RESIDENCE","03/25/2015","65X147.9"
"15","320","3327H","018","3817 ROLAND VIEW AVE",1710,"674.40","33.60","PRINCIPAL RESIDENCE","03/25/2015","19X90"
"27","100","5237A","042","1209 E BELVEDERE AVE",3182.5,"2511.02","125.10","PRINCIPAL RESIDENCE","03/25/2015","19X167.5"
"16","60","2489","021","4002 EDMONDSON AVE",2560,"2225.52","110.88","PRINCIPAL RESIDENCE","03/25/2015","25.6X100"
"25","60","7129","020","4006 HILLCREST AVE",6229.08,"3882.30","193.42","PRINCIPAL RESIDENCE","03/25/2015","0.143 ACRES"
"27","110","5011","003","5216 TILBURY WAY",9199.1,"8657.05","431.31","PRINCIPAL RESIDENCE","03/25/2015","67X137.3"
"16","60","2517A","013","824 N AUGUSTA AVE",2000,"1964.75","97.89","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"13","150","3580","019","1304 W 41ST ST",1568,"3480.65","173.41","PRINCIPAL RESIDENCE","03/25/2015","16X98"
"23","120","1005","016","31 E FORT AVE",879.04,"6712.53","334.43","PRINCIPAL RESIDENCE","03/25/2015","13.4X65.6"
"27","220","4485","003","5605 MERVILLE AVE",7500,"4143.06","206.42","PRINCIPAL RESIDENCE","03/25/2015","50X150"
"8","200","1450","023","1845 N CHESTER ST",953.58,"269.76","13.44","PRINCIPAL RESIDENCE","03/25/2015","13.8X69.10"
"16","70","2377A","047","2834 HARLEM AVE",980,"382.16","19.04","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"23","50","0964","035","1206 S CHARLES ST",1170,"5078.23","253.01","PRINCIPAL RESIDENCE","03/25/2015","15X78"
"27","670","4992A","018","211 E NORTHERN PKWY",12777.2,"11835.72","589.68","PRINCIPAL RESIDENCE","03/25/2015","84X152.11"
"24","20","0966","043","127 E WEST ST",1050,"7054.22","351.46","PRINCIPAL RESIDENCE","03/25/2015","15X70"
"12","10","3710","016","4204 UNDERWOOD ROAD",13689.5,"17109.53","852.43","PRINCIPAL RESIDENCE","03/25/2015","144.1X95"
"26","330","4179S","275","4106 EASTMONT AVE",1680,"1717.47","85.57","PRINCIPAL RESIDENCE","03/25/2015","16X105"
"9","240","3970F","086","1541 E 36TH ST",2000,"3186.92","158.78","PRINCIPAL RESIDENCE","03/25/2015","20X100"
"26","280","6123","091","4788 SHAMROCK AVE",1600,"1766.93","88.03","PRINCIPAL RESIDENCE","03/25/2015","16X100"
"8","10","4142","021","2233 PELHAM AVE",3801,"3531.61","175.95","PRINCIPAL RESIDENCE","03/25/2015","35X108.6"
"26","30","6570","031","4613 DILLON ST",653.4,"5890.50","293.48","PRINCIPAL RESIDENCE","03/25/2015","0.015 ACRES"
"26","340","4179M","005","3808 ERDMAN AVE",1900,"2025.45","100.91","PRINCIPAL RESIDENCE","03/25/2015","19X100"
"24","100","2020","054","1407 HULL ST",958.8,"4442.05","221.31","PRINCIPAL RESIDENCE","03/25/2015","12X79.9"
"24","80","1941","080","1612 JACKSON ST",1040,"5289.54","263.54","PRINCIPAL RESIDENCE","03/25/2015","13X80"
"20","210","2199C","032","243 S HILTON ST",1400,"1782.66","88.82","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"27","570","5129A","063","1000 E LAKE AVE",3944.05,"3126.97","155.79","PRINCIPAL RESIDENCE","03/25/2015","35.5X111.10"
"28","50","8091","188","5502 SOUTH MEDWICK GRTH",2828.71,"3349.52","166.88","PRINCIPAL RESIDENCE","03/25/2015","19.1X148.1"
"20","40","2542","002","4117 MASSACHUSETTS AVE",1400,"2389.62","119.06","PRINCIPAL RESIDENCE","03/25/2015","14X100"
"27","210","4511A","043","5331 CORDELIA AVE",1890,"1578.10","78.62","PRINCIPAL RESIDENCE","03/25/2015","18X105"
"16","180","2505A","021","3605 GELSTON DR",1742,"1694.99","84.45","PRINCIPAL RESIDENCE","03/25/2015","20X87.1"
"27","150","4843E","013","704 SAINT GEORGES ROAD",8190,"6044.87","301.17","PRINCIPAL RESIDENCE","03/25/2015","90X91"
"26","80","6456","006","3918 HUDSON ST",952,"4462.28","222.32","PRINCIPAL RESIDENCE","03/25/2015","13.6X70"
"27","40","5603H","076","6536 BELLE VISTA AVE",2982.98,"2769.54","137.98","PRINCIPAL RESIDENCE","03/25/2015","28.6X104.3"
"24","30","0997","063","104 E FORT AVE",1219.68,"4437.55","221.09","PRINCIPAL RESIDENCE","03/25/2015","0.028 ACRES"
"28","50","8102K","011","4521 PEN LUCY ROAD",1920,"2043.43","101.81","PRINCIPAL RESIDENCE","03/25/2015","16X120"
"26","30","6550A","031","523 S LEHIGH ST",980,"3549.59","176.85","PRINCIPAL RESIDENCE","03/25/2015","14X70"
"27","580","5237","507","1210 SHERWOOD AVE",3750.4,"2297.46","114.46","PRINCIPAL RESIDENCE","03/25/2015","32X117.2"
